Rover ID,Latitude,Longitude,Timestamp
agency,"82° 4' 33.19"" N","99° 4' 20.41"" E",2023-03-25 12:32:35
major,"-58° -10' -47.73"" N","-167° -31' -53.75"" E",2023-11-04 00:12:43
myself,"-24° -33' -28.79"" N","12° 7' 3.43"" E",2023-09-14 05:45:40
seek,"-59° -13' -49.38"" N","143° 7' 39.31"" E",2023-10-24 15:32:09
specific,"-84° -5' -3.45"" N","126° 18' 52.32"" E",2023-05-15 21:01:29
who,"-15° -37' -27.64"" N","151° 57' 50.93"" E",2023-07-04 09:45:19
us,"48° 12' 7.95"" N","89° 54' 48.15"" E",2023-02-14 17:18:32
support,"-88° -45' -33.44"" N","60° 6' 24.50"" E",2023-11-08 13:20:01
commercial,"50° 31' 52.27"" N","101° 46' 41.64"" E",2023-10-28 10:05:58
practice,"5° 31' 51.51"" N","8° 58' 24.90"" E",2023-12-12 13:38:54
we,"51° 27' 6.52"" N","-156° -33' -25.31"" E",2023-01-08 16:46:22
truth,"75° 54' 58.37"" N","147° 44' 13.57"" E",2023-09-14 17:06:13
play,"60° 13' 49.72"" N","28° 48' 56.77"" E",2023-11-21 14:19:32
media,"-28° -52' -14.67"" N","-151° -27' -43.84"" E",2023-03-04 10:28:31
place,"-64° -51' -28.95"" N","-61° -59' -14.74"" E",2023-09-14 12:38:43
decision,"-20° -24' -23.10"" N","98° 9' 46.03"" E",2023-02-10 16:56:08
meeting,"64° 18' 35.01"" N","-77° -27' -28.89"" E",2023-03-08 00:45:16
commercial,"65° 37' 19.19"" N","-107° -23' -19.05"" E",2023-01-03 19:19:53
success,"-79° -44' -32.80"" N","51° 58' 10.24"" E",2023-02-01 12:40:50
style,"16° 45' 2.79"" N","17° 39' 58.66"" E",2023-07-11 14:38:50
economic,"-34° -5' -40.44"" N","57° 12' 45.54"" E",2023-04-06 13:15:48
treat,"64° 50' 30.96"" N","-58° -28' -38.38"" E",2023-03-17 19:40:38
service,"69° 23' 20.88"" N","-132° -22' -17.19"" E",2023-04-04 17:29:06
blue,"-70° -9' -30.18"" N","8° 9' 48.52"" E",2023-06-05 10:02:48
nature,"84° 10' 53.72"" N","-132° -33' -28.03"" E",2023-09-27 09:06:18
stuff,"-83° -42' -55.96"" N","15° 30' 11.21"" E",2023-10-26 03:43:51
door,"-6° -59' -38.04"" N","-98° -52' -49.29"" E",2023-11-11 05:49:36
behavior,"67° 26' 48.78"" N","71° 20' 9.70"" E",2023-08-01 19:47:03
individual,"-17° -50' -15.32"" N","-145° -52' -29.20"" E",2023-11-20 08:40:07
camera,"84° 21' 24.31"" N","-166° -25' -6.23"" E",2023-02-19 01:08:05
herself,"37° 41' 59.94"" N","14° 30' 52.55"" E",2023-11-16 11:21:05
measure,"-33° -25' -2.53"" N","-16° -19' -4.05"" E",2023-03-09 13:48:52
company,"15° 6' 2.64"" N","61° 6' 23.47"" E",2023-09-24 09:57:13
management,"63° 48' 33.70"" N","-116° -19' -20.78"" E",2023-06-20 01:24:56
play,"48° 22' 3.82"" N","4° 58' 34.23"" E",2023-03-06 11:48:11
green,"9° 17' 55.11"" N","130° 16' 26.08"" E",2023-10-11 06:40:02
notice,"-74° -38' -25.35"" N","-46° -23' -21.25"" E",2023-09-12 11:01:40
turn,"-75° -31' -4.34"" N","42° 14' 27.33"" E",2023-02-13 07:45:45
still,"18° 20' 5.42"" N","69° 40' 32.29"" E",2023-03-27 00:50:30
sort,"14° 42' 20.35"" N","-107° -13' -22.49"" E",2023-05-01 15:04:12
serve,"88° 50' 13.90"" N","-68° -42' -48.07"" E",2023-03-07 16:56:55
